ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0446602612,The Poet,Michael Connelly,1997.0,Warner Books,http://images.amazon.com/images/P/0446602612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602612.01.LZZZZZZZ.jpg
0446612790,2nd Chance,James Patterson,2003.0,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg
0446606383,The Midnight Club,James Patterson,1999.0,Warner Vision,http://images.amazon.com/images/P/0446606383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606383.01.LZZZZZZZ.jpg
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984.0,Bantam Classics,http://images.amazon.com/images/P/0553213148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg
0380725584,The Indian in the Cupboard (rack) (Indian in the Cupboard),Lynne Reid Banks,1995.0,HarperTrophy,http://images.amazon.com/images/P/0380725584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380725584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380725584.01.LZZZZZZZ.jpg
0394580567,It Was on Fire When I Lay Down on It,Robert Fulghum,1989.0,Random House Inc,http://images.amazon.com/images/P/0394580567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.LZZZZZZZ.jpg
0394571029,All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts on Common Things,Robert Fulghum,1988.0,Villard Books,http://images.amazon.com/images/P/0394571029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394571029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394571029.01.LZZZZZZZ.jpg
0446365505,Pleading Guilty,Scott Turow,1994.0,Warner Books,http://images.amazon.com/images/P/0446365505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994.0,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg
0804111898,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,1993.0,Ivy Books,http://images.amazon.com/images/P/0804111898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111898.01.LZZZZZZZ.jpg
0451203895,4 Blondes,Candace Bushnell,2002.0,Signet Book,http://images.amazon.com/images/P/0451203895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg
0553272535,Night,Elie Wiesel,1982.0,Bantam Books,http://images.amazon.com/images/P/0553272535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg
0445406488,The Curse of the Pharaohs,Elizabeth Peters,1988.0,Warner Books,http://images.amazon.com/images/P/0445406488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445406488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445406488.01.LZZZZZZZ.jpg
0425181464,Seduction in Death,J. D. Robb,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425181464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181464.01.LZZZZZZZ.jpg
067150987X,Winter's Tale,Mark Helprin,1984.0,Pocket,http://images.amazon.com/images/P/067150987X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067150987X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067150987X.01.LZZZZZZZ.jpg
0345347951,Childhood's End,Arthur C. Clarke,1987.0,Del Rey Books,http://images.amazon.com/images/P/0345347951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.LZZZZZZZ.jpg
039480001X,The Cat in the Hat,Dr. Seuss,1957.0,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.LZZZZZZZ.jpg
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997.0,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999.0,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg
0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999.0,Scribner,http://images.amazon.com/images/P/0684853515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.LZZZZZZZ.jpg
0375504397,Black House,Stephen King,2001.0,Random House Trade,http://images.amazon.com/images/P/0375504397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg
0452283205,Falling Angels,Tracy Chevalier,2002.0,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
0316779237,Holidays on Ice : Stories,David Sedaris,1998.0,Back Bay Books,http://images.amazon.com/images/P/0316779237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.LZZZZZZZ.jpg
0385421982,The Pelican Brief,JOHN GRISHAM,1992.0,Doubleday,http://images.amazon.com/images/P/0385421982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.LZZZZZZZ.jpg
0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988.0,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg
038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay,2000.0,Perennial,http://images.amazon.com/images/P/038072975X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.LZZZZZZZ.jpg
014006690X,The Women of Brewster Place (Penguin Contemporary American Fiction Series),Gloria Naylor,1983.0,Penguin Books,http://images.amazon.com/images/P/014006690X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014006690X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014006690X.01.LZZZZZZZ.jpg
0553250531,The Valley of Horses,JEAN M. AUEL,1984.0,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg
0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,1981.0,Bantam Books,http://images.amazon.com/images/P/0553148001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.LZZZZZZZ.jpg
0440213525,The Client,John Grisham,1994.0,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg
0451188462,Desperation,Stephen King,1997.0,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999.0,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
0671028367,Deadly Decisions,Kathy Reichs,2001.0,Pocket Books,http://images.amazon.com/images/P/0671028367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.LZZZZZZZ.jpg
0440111811,Changes,Danielle Steel,1984.0,Dell,http://images.amazon.com/images/P/0440111811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.LZZZZZZZ.jpg
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974.0,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
0553297988,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson,1994.0,Bantam,http://images.amazon.com/images/P/0553297988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553297988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553297988.01.LZZZZZZZ.jpg
0884046818,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991.0,Bridge Publications,http://images.amazon.com/images/P/0884046818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.LZZZZZZZ.jpg
0679448594,Primary Colors: A Novel of Politics,Anonymous,1996.0,Random House Inc,http://images.amazon.com/images/P/0679448594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995.0,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
0061030635,Wild Justice,Phillip Margolin,2001.0,HarperTorch,http://images.amazon.com/images/P/0061030635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030635.01.LZZZZZZZ.jpg
0446613436,The Guardian,Nicholas Sparks,2004.0,Warner Books,http://images.amazon.com/images/P/0446613436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg
0449006530,Midnight Voices,JOHN SAUL,2003.0,Ballantine Books,http://images.amazon.com/images/P/0449006530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.LZZZZZZZ.jpg
0440221315,The Gift,DANIELLE STEEL,1996.0,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
0553576011,Send No Flowers,SANDRA BROWN,2000.0,Bantam,http://images.amazon.com/images/P/0553576011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576011.01.LZZZZZZZ.jpg
0446527785,A Bend in the Road,Nicholas Sparks,2001.0,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
0613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001.0,Sagebrush Bound,http://images.amazon.com/images/P/0613325419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.LZZZZZZZ.jpg
0836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995.0,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836204387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.LZZZZZZZ.jpg
0064407055,Ella Enchanted (Trophy Newbery),Gail Carson Levine,1998.0,HarperTrophy,http://images.amazon.com/images/P/0064407055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.LZZZZZZZ.jpg
0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984.0,Bantam,http://images.amazon.com/images/P/0553262505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.LZZZZZZZ.jpg
0689710887,Greenwitch,Susan Cooper,1986.0,Simon Pulse,http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg
0689710879,The Dark Is Rising,Susan Cooper,1986.0,Simon Pulse,http://images.amazon.com/images/P/0689710879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.LZZZZZZZ.jpg
0316096199,Lucky : A Memoir,Alice Sebold,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
1551669307,A Gift To Last,Debbie Macomber,2002.0,Mira,http://images.amazon.com/images/P/1551669307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669307.01.LZZZZZZZ.jpg
0060532149,Bare Necessity,Carole Matthews,2003.0,Avon Trade,http://images.amazon.com/images/P/0060532149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060532149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060532149.01.LZZZZZZZ.jpg
081296683X,Girls' Poker Night: A Novel,Jill Davis,2003.0,Random House Trade,http://images.amazon.com/images/P/081296683X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.LZZZZZZZ.jpg
0375713751,I Don't Know How She Does It,ALLISON PEARSON,2003.0,Knopf,http://images.amazon.com/images/P/0375713751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.LZZZZZZZ.jpg
0440224845,Bittersweet,DANIELLE STEEL,2000.0,Dell,http://images.amazon.com/images/P/0440224845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg
0671864173,WAITING TO EXHALE,Terry McMillan,1993.0,Pocket,http://images.amazon.com/images/P/0671864173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.LZZZZZZZ.jpg
0373079613,"Enchanted: The Donovan Legacy (Intimate Moments, #961)",Nora Roberts,1999.0,Silhouette,http://images.amazon.com/images/P/0373079613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.LZZZZZZZ.jpg
0440200989,Weep No More My Lady,Mary Higgins Clark,1993.0,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996.0,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999.0,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
0446607193,Unspeakable,Sandra Brown,1999.0,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
0671705091,A Knight in Shining Armor,Jude Deveraux,1990.0,Pocket,http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg
0373484003,Irish Hearts,Nora Roberts,2000.0,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
0440223237,Malice,DANIELLE STEEL,1997.0,Dell,http://images.amazon.com/images/P/0440223237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.LZZZZZZZ.jpg
1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999.0,Health Communications,http://images.amazon.com/images/P/1558747109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.LZZZZZZZ.jpg
0786884142,A Monk Swimming : A Memoir,Malachy McCourt,1999.0,Hyperion,http://images.amazon.com/images/P/0786884142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786884142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786884142.01.LZZZZZZZ.jpg
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg
0671793551,"A Fever in the Heart : Ann Rule's Crime Files, Volume III",Ann Rule,1996.0,Pocket,http://images.amazon.com/images/P/0671793551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.LZZZZZZZ.jpg
0440211263,Circle of Friends,Maeve Binchy,1991.0,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
0553260111,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
0380775840,Amber Beach (Donovan),Elizabeth Lowell,1998.0,Avon,http://images.amazon.com/images/P/0380775840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.LZZZZZZZ.jpg
0553575007,Touch of Enchantment,Teresa Medeiros,1997.0,Bantam Books,http://images.amazon.com/images/P/0553575007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575007.01.LZZZZZZZ.jpg
0767900383,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
0380804697,Paradise Lost,J.A. Jance,2002.0,Avon,http://images.amazon.com/images/P/0380804697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.LZZZZZZZ.jpg
0425178951,Deep South,Nevada Barr,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425178951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.LZZZZZZZ.jpg
0684865742,Tis: A Memoir,Frank McCourt,2000.0,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
0671728571,Wildest Hearts,Jayne Ann Krentz,1993.0,Pocket,http://images.amazon.com/images/P/0671728571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671728571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671728571.01.LZZZZZZZ.jpg
